Date,Close,Simple Moving Average_50,Exponential Moving Average_50,Simple Moving Average_100,Exponential Moving Average_100,Relative Strength Index 14,Daily_Return,Volume
2/7/2022,157.94,163.07,159.71,166.78,0.96,51.26,0.002,102624000
2/8/2022,161.41,162.79,159.78,166.65,0.95,57.63,0.022,76040000
2/9/2022,161.19,162.46,159.84,166.53,0.95,66.85,-0.001,68786000
2/10/2022,159,162.13,159.8,166.44,0.95,63.07,-0.014,68268000
2/11/2022,153.29,161.75,159.55,166.31,0.95,61.78,-0.036,77100000
2/14/2022,155.17,161.42,159.38,166.17,0.94,64.24,0.012,83230000
2/15/2022,156.51,161.16,159.26,166.02,0.95,64.59,0.009,56440000
2/16/2022,158.1,160.89,159.22,165.89,0.96,62.82,0.01,52704000
2/17/2022,154.65,160.46,159.04,165.74,0.95,54.8,-0.022,64032000
2/18/2022,152.6,159.99,158.79,165.6,0.95,51.32,-0.013,63604000
2/22/2022,150.2,159.51,158.45,165.46,0.95,49.62,-0.016,66128000
2/23/2022,144.83,158.96,157.92,165.26,0.94,56.13,-0.036,64244000
2/24/2022,151.36,158.6,157.66,165.13,0.94,41.4,0.045,100786000
2/25/2022,153.79,158.29,157.51,165.08,0.95,44.63,0.016,62396000
2/28/2022,153.56,157.9,157.35,165,0.96,38.91,-0.001,57684000
3/1/2022,151.14,157.54,157.11,164.88,0.98,36.63,-0.016,44874000
3/2/2022,152.05,157.18,156.91,164.75,0.99,40.43,0.006,47334000
3/3/2022,147.9,156.8,156.56,164.59,1,42.24,-0.027,65198000
3/4/2022,145.64,156.3,156.13,164.42,0.99,36.44,-0.015,60934000
3/7/2022,137.45,155.63,155.4,164.17,0.97,27.3,-0.056,86934000
3/8/2022,136.01,154.93,154.64,163.89,0.97,23.6,-0.01,91662000
3/9/2022,139.28,154.32,154.03,163.63,0.98,31.54,0.024,82656000
3/10/2022,146.82,153.85,153.75,163.4,0.99,43.86,0.054,135062000
3/11/2022,145.52,153.37,153.43,163.13,0.99,44.92,-0.009,68900000
