Date,Close,Simple Moving Average_50,Exponential Moving Average_50,Simple Moving Average_100,Exponential Moving Average_100,Relative Strength Index 14,Daily_Return,Volume,MACD,Signal_Line
10/8/2021,164.43,167.73,168.58,170.17,0.86,43.81,-0.004,39964000,167.72,168.5169369
10/11/2021,162.32,167.65,168.33,170.17,0.86,35.14,-0.013,40684000,167.47,168.3075495
10/12/2021,162.37,167.56,168.1,170.17,0.9,29.68,0,36392000,167.2,168.0860396
10/13/2021,164.21,167.48,167.94,170.21,0.89,34.04,0.011,48402000,167.05,167.8788317
10/14/2021,164.99,167.43,167.83,170.24,0.9,37.92,0.005,42190000,166.93,167.6890654
10/15/2021,170.45,167.46,167.93,170.32,0.9,60.17,0.033,103598000,167.03,167.5572523
10/18/2021,172.34,167.56,168.1,170.41,0.9,65.15,0.011,63482000,167.2,167.4858018
10/19/2021,172.21,167.66,168.26,170.51,0.9,67.03,-0.001,47722000,167.36,167.4606415
10/20/2021,170.75,167.76,168.36,170.61,0.89,63.33,-0.008,42796000,167.47,167.4625132
10/21/2021,171.75,167.9,168.5,170.72,0.9,79.14,0.006,37628000,167.6,167.4900105
10/22/2021,166.78,167.93,168.43,170.77,0.91,61.71,-0.029,62782000,167.52,167.4960084
10/25/2021,166.02,167.96,168.33,170.84,0.91,56.3,-0.005,44520000,167.42,167.4808067
10/26/2021,168.8,168.04,168.35,170.92,0.93,57.69,0.017,53966000,167.42,167.4686454
10/27/2021,169.62,168.19,168.4,171.02,0.93,60.79,0.005,54044000,167.47,167.4689163
10/28/2021,172.33,168.43,168.56,171.11,0.92,70.32,0.016,114174000,167.64,167.5031331
10/29/2021,168.62,168.62,168.56,171.16,0.94,61.05,-0.022,129722000,167.62,167.5265064
11/1/2021,165.91,168.74,168.45,171.14,0.94,52.9,-0.016,72178000,167.51,167.5232052
11/2/2021,165.64,168.78,168.34,171.12,0.95,51.12,-0.002,52552000,167.39,167.4965641
11/3/2021,169.2,168.86,168.38,171.12,0.95,47.66,0.022,67944000,167.43,167.4832513
11/4/2021,173.85,169.04,168.59,171.17,0.96,52.56,0.027,107060000,167.63,167.512601
11/5/2021,175.95,169.24,168.88,171.22,0.96,55.94,0.012,99940000,167.92,167.5940808
11/8/2021,174.45,169.38,169.1,171.22,0.96,55.86,-0.009,61480000,168.14,167.7032647
11/9/2021,178.81,169.54,169.48,171.27,0.95,60.11,0.025,85898000,168.53,167.8686117
11/10/2021,174.1,169.55,169.66,171.28,0.95,60.57,-0.026,80548000,168.71,168.0368894
11/11/2021,173.63,169.54,169.82,171.26,0.96,61.07,-0.003,45288000,168.86,168.2015115
11/12/2021,176.26,169.6,170.07,171.27,0.95,60.89,0.015,53788000,169.12,168.3852092
11/15/2021,177.28,169.67,170.35,171.32,0.95,61.13,0.006,58594000,169.4,168.5881674
11/16/2021,177.04,169.7,170.61,171.39,0.96,57.36,-0.001,44342000,169.65,168.8005339
11/17/2021,177.45,169.73,170.88,171.44,0.93,65.4,0.002,51206000,169.95,169.0304271
11/18/2021,184.8,169.94,171.43,171.57,0.94,78.37,0.041,114070000,170.49,169.3223417
11/19/2021,183.83,170.14,171.91,171.69,0.95,76.74,-0.005,98734000,170.96,169.6498734
11/22/2021,178.63,170.26,172.18,171.76,0.95,63.22,-0.028,96844000,171.23,169.9658987
11/23/2021,179,170.39,172.45,171.79,0.95,58.21,0.002,73804000,171.5,170.2727189
11/24/2021,179.02,170.49,172.7,171.74,0.95,55.24,0,46560000,171.75,170.5681752
11/26/2021,175.23,170.51,172.8,171.65,0.95,51.23,-0.021,59826000,171.85,170.8245401
11/29/2021,178.08,170.61,173.01,171.56,0.95,48.78,0.016,65312000,172.06,171.0716321
11/30/2021,175.35,170.76,173.1,171.46,0.94,52.23,-0.015,80022000,172.16,171.2893057
12/1/2021,172.19,170.86,173.07,171.32,0.95,47.66,-0.018,74916000,172.12,171.4554445
12/2/2021,171.87,170.92,173.02,171.2,0.95,42.29,-0.002,64726000,172.07,171.5783556
12/3/2021,169.49,170.89,172.88,171.05,0.96,36.93,-0.014,80712000,171.92,171.6466845
12/6/2021,171.37,170.89,172.82,170.95,0.96,40.99,0.011,68860000,171.86,171.6893476
12/7/2021,176.16,171.01,172.95,170.93,0.97,48.21,0.028,66410000,171.98,171.7474781
12/8/2021,176.16,171.22,173.08,170.91,0.98,34.82,0,45254000,172.1,171.8179825
12/9/2021,174.17,171.4,173.12,170.87,0.99,33.63,-0.011,46062000,172.13,171.880386
12/10/2021,172.21,171.56,173.08,170.8,0.96,37.78,-0.011,60690000,172.12,171.9283088
12/13/2021,169.57,171.67,172.95,170.67,0.95,33.46,-0.015,62170000,172,171.942647
12/14/2021,169.09,171.86,172.8,170.54,0.95,32.87,-0.003,55976000,171.85,171.9241176
12/15/2021,173.32,172.11,172.82,170.42,0.97,46.75,0.025,75794000,171.85,171.9092941
12/16/2021,168.87,172.22,172.66,170.3,0.97,35.15,-0.026,60876000,171.69,171.8654353
12/17/2021,170.02,172.32,172.56,170.18,0.96,40.93,0.007,85542000,171.6,171.8123482
12/20/2021,167.08,172.37,172.34,170.05,0.97,41.25,-0.017,57372000,171.37,171.7238786
12/21/2021,170.42,172.53,172.27,170.09,0.98,47.75,0.02,55956000,171.29,171.6371029
12/22/2021,171.04,172.71,172.22,170.14,0.99,52.54,0.004,55036000,171.23,171.5556823
12/23/2021,171.07,172.84,172.17,170.16,0.97,49.48,0,36788000,171.2,171.4845458
12/27/2021,169.67,172.94,172.08,170.18,0.99,37.12,-0.008,58688000,171.09,171.4056367
12/28/2021,170.66,172.94,172.02,170.2,0.98,39.51,0.006,54638000,171.04,171.3325093
12/29/2021,169.2,172.88,171.91,170.22,0.98,40.32,-0.009,35754000,170.93,171.2520075
12/30/2021,168.64,172.81,171.78,170.24,0.97,42.65,-0.003,37584000,170.81,171.163606
12/31/2021,166.72,172.73,171.58,170.24,0.96,43.95,-0.011,47830000,170.62,171.0548848
1/3/2022,170.4,172.7,171.54,170.3,0.94,52.45,0.022,63520000,170.6,170.9639078
1/4/2022,167.52,172.72,171.38,170.32,0.92,38.61,-0.017,70726000,170.46,170.8631263
1/5/2022,164.36,172.68,171.1,170.32,0.92,40.65,-0.019,64302000,170.18,170.726501
1/6/2022,163.25,172.57,170.8,170.3,0.92,35.97,-0.007,51958000,169.88,170.5572008
1/7/2022,162.55,172.43,170.47,170.31,0.93,39.65,-0.004,46606000,169.54,170.3537606
1/10/2022,161.49,172.21,170.12,170.32,0.94,27.21,-0.007,87798000,169.18,170.1190085
1/11/2022,165.36,172.15,169.93,170.38,0.91,37.58,0.024,62806000,169.02,169.8992068
1/12/2022,165.21,172.13,169.75,170.44,0.93,37.24,-0.001,50030000,168.82,169.6833654
1/13/2022,161.21,172.05,169.41,170.41,0.93,33.46,-0.024,52188000,168.48,169.4426924
1/14/2022,162.14,171.9,169.13,170.38,0.93,33.29,0.006,45974000,168.2,169.1941539
1/18/2022,158.92,171.61,168.73,170.32,0.93,31.14,-0.02,67292000,167.8,168.9153231
1/19/2022,156.3,171.21,168.24,170.23,0.94,28.95,-0.016,53242000,167.3,168.5922585
1/20/2022,151.67,170.76,167.59,170.07,0.94,26.5,-0.03,71974000,166.65,168.2038068
1/21/2022,142.64,170.03,166.61,169.78,0.96,12.85,-0.06,163972000,165.65,167.6930454
1/24/2022,144.54,169.44,165.75,169.5,0.97,18.42,0.013,155624000,164.78,167.1104363
1/25/2022,139.99,168.77,164.74,169.16,0.96,17.74,-0.032,90824000,163.78,166.4443491
1/26/2022,138.87,168.02,163.72,168.81,0.97,17.74,-0.008,95602000,162.75,165.7054793
1/27/2022,139.64,167.27,162.78,168.47,0.97,19.73,0.006,77516000,161.81,164.9263834
1/28/2022,143.98,166.61,162.04,168.16,0.96,28.71,0.031,74392000,161.08,164.1571067
1/31/2022,149.57,166.05,161.55,167.89,0.97,31.57,0.039,78308000,160.58,163.4416854
2/1/2022,151.19,165.38,161.15,167.66,0.96,34.19,0.011,59220000,160.19,162.7913483
2/2/2022,150.61,164.71,160.73,167.43,0.96,37.04,-0.004,87330000,159.77,162.1870786
2/3/2022,138.85,163.92,159.87,167.09,0.97,27.49,-0.078,225532000,158.9,161.5296629
2/4/2022,157.64,163.49,159.79,166.94,0.97,49.05,0.135,253456000,158.82,160.9877303
2/7/2022,157.94,163.07,159.71,166.78,0.96,51.26,0.002,102624000,158.75,160.5401843
2/8/2022,161.41,162.79,159.78,166.65,0.95,57.63,0.022,76040000,158.83,160.1981474
2/9/2022,161.19,162.46,159.84,166.53,0.95,66.85,-0.001,68786000,158.89,159.9365179
2/10/2022,159,162.13,159.8,166.44,0.95,63.07,-0.014,68268000,158.85,159.7192143
2/11/2022,153.29,161.75,159.55,166.31,0.95,61.78,-0.036,77100000,158.6,159.4953715
2/14/2022,155.17,161.42,159.38,166.17,0.94,64.24,0.012,83230000,158.44,159.2842972
2/15/2022,156.51,161.16,159.26,166.02,0.95,64.59,0.009,56440000,158.31,159.0894377
2/16/2022,158.1,160.89,159.22,165.89,0.96,62.82,0.01,52704000,158.26,158.9235502
2/17/2022,154.65,160.46,159.04,165.74,0.95,54.8,-0.022,64032000,158.09,158.7568402
2/18/2022,152.6,159.99,158.79,165.6,0.95,51.32,-0.013,63604000,157.84,158.5734721
2/22/2022,150.2,159.51,158.45,165.46,0.95,49.62,-0.016,66128000,157.5,158.3587777
2/23/2022,144.83,158.96,157.92,165.26,0.94,56.13,-0.036,64244000,156.98,158.0830222
2/24/2022,151.36,158.6,157.66,165.13,0.94,41.4,0.045,100786000,156.72,157.8104177
2/25/2022,153.79,158.29,157.51,165.08,0.95,44.63,0.016,62396000,156.56,157.5603342
2/28/2022,153.56,157.9,157.35,165,0.96,38.91,-0.001,57684000,156.39,157.3262673
3/1/2022,151.14,157.54,157.11,164.88,0.98,36.63,-0.016,44874000,156.13,157.0870139
3/2/2022,152.05,157.18,156.91,164.75,0.99,40.43,0.006,47334000,155.92,156.8536111
3/3/2022,147.9,156.8,156.56,164.59,1,42.24,-0.027,65198000,155.56,156.5948889
3/4/2022,145.64,156.3,156.13,164.42,0.99,36.44,-0.015,60934000,155.14,156.3039111
3/7/2022,137.45,155.63,155.4,164.17,0.97,27.3,-0.056,86934000,154.43,155.9291289
3/8/2022,136.01,154.93,154.64,163.89,0.97,23.6,-0.01,91662000,153.67,155.4773031
3/9/2022,139.28,154.32,154.03,163.63,0.98,31.54,0.024,82656000,153.05,154.9918425
3/10/2022,146.82,153.85,153.75,163.4,0.99,43.86,0.054,135062000,152.76,154.545474
3/11/2022,145.52,153.37,153.43,163.13,0.99,44.92,-0.009,68900000,152.44,154.1243792
3/14/2022,141.85,152.84,152.97,162.82,0.97,46.65,-0.025,74086000,152,153.6995034
3/15/2022,147.37,152.45,152.75,162.59,0.96,45.39,0.039,75584000,151.79,153.3176027
3/16/2022,153.1,152.11,152.77,162.4,0.96,49.27,0.039,84958000,151.81,153.0160821
3/17/2022,157.24,151.9,152.94,162.31,0.97,53.64,0.027,72934000,151.97,152.8068657
3/18/2022,161.25,151.84,153.27,162.26,0.97,59.7,0.026,102962000,152.3,152.7054926
3/21/2022,161.49,151.8,153.59,162.19,0.97,59.17,0.001,66538000,152.62,152.6883941
3/22/2022,164.89,151.85,154.03,162.14,0.96,66.76,0.021,64086000,153.07,152.7647152
3/23/2022,163.41,151.89,154.4,162.05,0.97,67.8,-0.009,55812000,153.43,152.8977722
3/24/2022,163.65,151.85,154.77,162,0.95,81.21,0.001,56798000,153.82,153.0822178
3/25/2022,164.77,151.84,155.16,161.99,0.94,84.52,0.007,49032000,154.22,153.3097742
3/28/2022,168.99,152,155.7,162.02,0.94,84.87,0.026,59854000,154.76,153.5998194
3/29/2022,169.32,152.14,156.23,162.02,0.93,81.79,0.002,66154000,155.3,153.9398555
3/30/2022,166.3,152.29,156.63,161.95,0.93,77.99,-0.018,56168000,155.7,154.2918844
3/31/2022,163,152.42,156.88,161.82,0.91,78.77,-0.02,59966000,155.97,154.6275075
4/1/2022,163.56,152.66,157.14,161.71,0.91,75.47,0.003,57090000,156.23,154.948006
4/4/2022,168.35,153.18,157.58,161.61,0.92,74.71,0.029,49882000,156.66,155.2904048
4/5/2022,164.05,153.57,157.83,161.5,0.9,60.99,-0.025,53728000,156.93,155.6183238
4/6/2022,158.76,153.94,157.87,161.36,0.9,46.14,-0.032,79056000,156.97,155.8886591
4/7/2022,157.78,154.32,157.87,161.17,0.89,44.39,-0.006,68136000,156.98,156.1069273
4/8/2022,154.46,154.62,157.73,160.94,0.9,34.17,-0.021,46002000,156.83,156.2515418
4/11/2022,151.12,154.76,157.47,160.68,0.92,32.35,-0.022,52112000,156.55,156.3112334
4/12/2022,150.79,154.78,157.21,160.42,0.88,31.57,-0.002,55178000,156.33,156.3149868
4/13/2022,155.54,154.87,157.15,160.12,0.89,38.02,0.032,53390000,156.26,156.3039894
4/14/2022,151.71,154.89,156.93,159.8,0.88,27.34,-0.025,51598000,156.05,156.2531915
4/18/2022,152.79,155.17,156.77,159.55,0.9,28.75,0.007,46514000,155.87,156.1765532
4/19/2022,158.12,155.18,156.82,159.34,0.9,40.07,0.035,54926000,155.92,156.1252426
4/20/2022,154,155.1,156.71,159.09,0.9,39.29,-0.026,59630000,155.81,156.0621941
4/21/2022,148.3,154.84,156.38,158.82,0.91,33.82,-0.037,63970000,155.47,155.9437552
4/22/2022,144.35,154.5,155.91,158.48,0.91,24.1,-0.027,73078000,155,155.7550042
4/25/2022,146.07,154.24,155.52,158.19,0.91,29.45,0.012,61874000,154.61,155.5260034
4/26/2022,139.39,153.97,154.89,157.86,0.91,28.55,-0.046,77530000,153.98,155.2168027
4/27/2022,138.17,153.63,154.24,157.52,0.92,28.39,-0.009,71336000,153.32,154.8374421
4/28/2022,144.6,153.39,153.86,157.27,0.91,39.83,0.047,117316000,152.95,154.4599537
4/29/2022,124.28,152.71,152.7,156.8,0.9,29.5,-0.14,272662000,151.8,153.927963
5/2/2022,124.5,152.11,151.59,156.29,0.89,29.89,0.002,148788000,150.7,153.2823704
5/3/2022,124.25,151.54,150.52,155.77,0.88,24.29,-0.002,79134000,149.64,152.5538963
5/4/2022,125.93,151.06,149.56,155.28,0.87,28.04,0.013,110746000,148.69,151.781117
5/5/2022,116.41,150.49,148.26,154.73,0.87,22.91,-0.076,144392000,147.39,150.9028936
5/6/2022,114.77,149.76,146.94,154.18,0.86,15.84,-0.014,124260000,146.08,149.9383149
5/9/2022,108.79,148.86,145.45,153.57,0.87,15.39,-0.052,128124000,144.58,148.8666519
5/10/2022,108.86,147.96,144.01,152.93,0.86,16.95,0.001,105434000,143.15,147.7233215
5/11/2022,105.37,147.05,142.5,152.3,0.87,17.09,-0.032,109704000,141.63,146.5046572
5/12/2022,106.93,146.14,141.1,151.66,0.88,16.85,0.015,132026000,140.22,145.2477258
5/13/2022,113.06,145.45,140,151.12,0.87,27.49,0.057,93684000,139.13,144.0241806
5/16/2022,110.81,144.75,138.86,150.53,0.87,27.01,-0.02,74566000,137.99,142.8173445
5/17/2022,115.37,144.31,137.94,149.97,0.85,24.64,0.041,76448000,137.09,141.6718756
5/18/2022,107.11,143.73,136.73,149.33,0.84,31.17,-0.072,108380000,135.89,140.5155005
5/19/2022,107.32,143.09,135.57,148.71,0.84,31.15,0.002,88142000,134.73,139.3584004
5/20/2022,107.59,142.31,134.48,148.08,0.84,31.73,0.003,99500000,133.64,138.2147203
5/23/2022,107.56,141.55,133.42,147.46,0.82,29.1,0,107798000,132.6,137.0917762
5/24/2022,104.1,140.79,132.27,146.82,0.83,33.76,-0.032,102934000,131.44,135.961421
5/25/2022,106.78,139.98,131.27,146.22,0.8,39.73,0.026,93120000,130.47,134.8631368
5/26/2022,111.08,139.14,130.48,145.62,0.79,53.07,0.04,93002000,129.69,133.8285094
5/27/2022,115.15,138.3,129.88,145.1,0.76,57.62,0.037,93660000,129.12,132.8868076
5/31/2022,120.21,137.48,129.5,144.66,0.78,67.33,0.044,144634000,128.72,132.053446
6/1/2022,121.68,136.68,129.19,144.24,0.74,67.26,0.012,127528000,128.45,131.3327568
6/2/2022,125.51,135.89,129.05,143.87,0.76,65.4,0.031,100560000,128.29,130.7242055
6/3/2022,122.35,135.07,128.79,143.48,0.76,63.95,-0.025,97604000,128.03,130.1853644
6/6/2022,124.79,134.3,128.63,143.07,0.78,62.01,0.02,135269000,127.85,129.7182915
6/7/2022,123,133.46,128.41,142.65,0.77,74.24,-0.014,85156700,127.64,129.3026332
6/8/2022,121.18,132.5,128.12,142.25,0.77,70.16,-0.015,64926600,127.35,128.9121066
6/9/2022,116.15,131.44,127.65,141.79,0.75,60.93,-0.042,67029800,126.9,128.5096852
6/10/2022,109.65,130.31,126.95,141.3,0.74,52.29,-0.056,87266000,126.21,128.0497482
6/13/2022,103.67,129.12,126.04,140.77,0.75,49.55,-0.055,99277700,125.29,127.4977986
6/14/2022,102.31,127.9,125.11,140.28,0.76,45.23,-0.013,69728800,124.35,126.8682388
6/15/2022,107.67,126.68,124.42,139.93,0.76,46.44,0.052,85011100,123.66,126.2265911
6/16/2022,103.66,125.48,123.61,139.52,0.76,37.99,-0.037,82186300,122.85,125.5512729
6/17/2022,106.22,124.42,122.93,139.18,0.77,34.56,0.025,99772100,122.16,124.8730183
6/21/2022,108.68,123.44,122.37,138.88,0.79,35.96,0.023,70901200,121.58,124.2144146
6/22/2022,108.95,122.53,121.84,138.57,0.79,30.63,0.002,60040100,121.05,123.5815317
6/23/2022,112.44,121.76,121.47,138.26,0.79,38.5,0.032,64345300,120.68,123.0012254
6/24/2022,116.46,121.07,121.28,137.93,0.78,40.67,0.036,69867600,120.5,122.5009803
6/27/2022,113.22,120.23,120.96,137.55,0.77,39.39,-0.028,62133200,120.19,122.0387842
6/28/2022,107.4,119.34,120.43,137.12,0.76,36.25,-0.051,74942900,119.67,121.5650274
6/29/2022,108.92,118.46,119.98,136.82,0.79,42.24,0.014,66375300,119.19,121.0900219
6/30/2022,106.21,117.42,119.44,136.3,0.78,45.98,-0.025,97679400,118.66,120.6040175
7/1/2022,109.56,116.54,119.05,135.82,0.78,57.33,0.032,73021200,118.27,120.137214
7/5/2022,113.5,115.84,118.83,135.34,0.79,63.09,0.036,76583700,118.04,119.7177712
7/6/2022,114.33,115.24,118.66,134.87,0.79,58.71,0.007,66958900,117.87,119.348217
7/7/2022,116.33,114.64,118.56,134.44,0.8,67.5,0.017,57872300,117.76,119.0305736
7/8/2022,115.54,114.17,118.45,134.07,0.8,63.53,-0.007,45719700,117.65,118.7544589
7/11/2022,111.75,113.64,118.18,133.63,0.79,54.29,-0.033,53487600,117.39,118.4815671
7/12/2022,109.22,112.93,117.83,133.16,0.79,50.35,-0.023,54280300,117.04,118.1932537
7/13/2022,110.4,112.65,117.54,132.68,0.78,47.14,0.011,61353800,116.76,117.9066029
7/14/2022,110.63,112.38,117.27,132.24,0.78,40.87,0.002,51163100,116.49,117.6232824
7/15/2022,113.55,112.16,117.12,131.85,0.77,50.52,0.026,84317800,116.35,117.3686259
7/18/2022,113.76,111.92,116.99,131.49,0.78,62.23,0.002,59115400,116.21,117.1369007
7/19/2022,118.21,111.96,117.04,131.22,0.78,66.06,0.039,60990000,116.26,116.9615206
7/20/2022,122.77,112.11,117.26,130.94,0.79,76.9,0.039,71268300,116.47,116.8632165
7/21/2022,124.63,112.43,117.55,130.64,0.78,75.73,0.015,60239900,116.77,116.8445732
7/22/2022,122.42,112.7,117.74,130.33,0.78,66.18,-0.018,51463800,116.96,116.8676585
7/25/2022,121.14,113.02,117.88,130.03,0.77,62.16,-0.01,50221300,117.11,116.9161268
7/26/2022,114.81,113.18,117.76,129.66,0.75,47.65,-0.052,67075100,117.01,116.9349015
7/27/2022,120.97,113.33,117.88,129.39,0.76,57.2,0.054,61582000,117.12,116.9719212
7/28/2022,122.28,113.56,118.06,129.16,0.78,64.94,0.011,82245500,117.28,117.0335369
7/29/2022,134.95,113.96,118.72,129.13,0.79,78.36,0.104,148892900,117.93,117.2128295
8/1/2022,135.39,114.52,119.37,129.13,0.79,78,0.003,76846900,118.58,117.4862636
8/2/2022,134.16,115.06,119.95,129.08,0.8,75.78,-0.009,61922400,119.15,117.8190109
8/3/2022,139.52,115.7,120.72,129,0.8,77.01,0.04,71827800,119.92,118.2392087
8/4/2022,142.57,116.4,121.58,128.97,0.8,78.3,0.022,70585000,120.78,118.747367
8/5/2022,140.8,117.13,122.33,128.96,0.8,73.42,-0.012,50686900,121.53,119.3038936
8/8/2022,139.41,117.78,123,128.88,0.82,68.46,-0.01,52229000,122.18,119.8791149
8/9/2022,137.83,118.32,123.58,128.73,0.81,64.74,-0.011,40434700,122.77,120.4572919
8/10/2022,142.69,118.87,124.33,128.58,0.82,71.37,0.035,54773800,123.51,121.0678335
8/11/2022,140.64,119.28,124.97,128.38,0.8,70.23,-0.014,44867300,124.17,121.6882668
8/12/2022,143.55,119.72,125.7,128.2,0.8,82.09,0.021,47643500,124.9,122.3306135
8/15/2022,143.18,120.07,126.38,127.98,0.83,78.48,-0.003,39014600,125.55,122.9744908
8/16/2022,144.78,120.52,127.11,127.8,0.85,78.64,0.011,59102900,126.26,123.6315926
8/17/2022,142.1,120.86,127.69,127.58,0.84,62.21,-0.019,48149800,126.85,124.2752741
8/18/2022,142.3,121.25,128.27,127.36,0.84,61.89,0.001,37458700,127.43,124.9062193
8/19/2022,138.23,121.59,128.66,127.05,0.85,56.38,-0.029,47792800,127.81,125.4869754
8/22/2022,133.22,121.93,128.84,126.69,0.86,40.01,-0.036,50461500,127.98,125.9855803
8/23/2022,133.62,122.41,129.02,126.36,0.87,34.51,0.003,36252100,128.15,126.4184643
8/24/2022,133.8,123.01,129.21,126.07,0.85,37.18,0.001,38627000,128.36,126.8067714
8/25/2022,137.28,123.71,129.53,125.8,0.87,46.38,0.026,37496300,128.66,127.1774171
8/26/2022,130.75,124.17,129.58,125.43,0.88,39.69,-0.048,53322700,128.7,127.4819337
8/29/2022,129.79,124.7,129.58,125.09,0.88,28.81,-0.007,48101600,128.7,127.725547
8/30/2022,128.73,125.15,129.55,124.79,0.88,29.78,-0.008,49203000,128.67,127.9144376
8/31/2022,126.77,125.51,129.44,124.48,0.89,20.56,-0.015,53648700,128.55,128.0415501
9/1/2022,127.82,125.89,129.38,124.21,0.84,23.68,0.008,56636100,128.54,128.14124
9/2/2022,127.51,126.19,129.3,123.97,0.84,19.04,-0.002,57429800,128.46,128.204992
9/6/2022,126.11,126.38,129.18,123.73,0.85,19.95,-0.011,43888600,128.33,128.2299936
9/7/2022,129.48,126.71,129.19,123.47,0.85,28.48,0.027,47900300,128.34,128.2519949
9/8/2022,129.82,127.15,129.22,123.25,0.85,33.86,0.003,43988500,128.37,128.2755959
9/9/2022,133.27,127.64,129.37,123.05,0.85,50.1,0.027,49387600,128.52,128.3244767
9/12/2022,136.45,128.25,129.65,122.84,0.84,55.19,0.024,53826900,128.81,128.4215814
9/13/2022,126.82,128.59,129.54,122.56,0.83,40.5,-0.071,72694000,128.71,128.4792651
9/14/2022,128.55,128.89,129.5,122.37,0.81,37.52,0.014,45316800,128.69,128.5214121
9/15/2022,126.28,129.13,129.38,122.19,0.81,42.72,-0.018,52887200,128.57,128.5311297
9/16/2022,123.53,129.28,129.15,121.96,0.8,40.37,-0.022,115667800,128.35,128.4949037
9/19/2022,124.66,129.46,128.97,121.81,0.8,43.75,0.009,47279700,128.17,128.429923
9/20/2022,122.19,129.67,128.7,121.65,0.81,43.08,-0.02,47698400,127.89,128.3219384
9/21/2022,118.54,129.85,128.31,121.39,0.8,37,-0.03,58498900,127.51,128.1595507
9/22/2022,117.31,129.99,127.87,121.32,0.83,36.07,-0.01,55229200,127.04,127.9356406
9/23/2022,113.78,130.05,127.32,121.22,0.82,34.08,-0.03,65126700,126.5,127.6485125
9/26/2022,115.15,130.09,126.84,121.12,0.82,30.49,0.012,62723300,126.02,127.32281
9/27/2022,114.41,130.1,126.36,121.01,0.84,29.25,-0.006,60094700,125.52,126.962248
9/28/2022,118.01,130.1,126.03,121.03,0.84,29.53,0.031,55763800,125.19,126.6077984
9/29/2022,114.8,129.94,125.59,121.03,0.84,20.99,-0.027,58969700,124.75,126.2362387
9/30/2022,113,129.7,125.1,121.07,0.83,26.56,-0.016,59479600,124.27,125.842991
10/3/2022,115.88,129.57,124.73,121.14,0.84,29.32,0.025,50941900,123.89,125.4523928
10/4/2022,121.09,129.57,124.59,121.29,0.83,42.27,0.045,62812600,123.76,125.1139142
10/5/2022,120.95,129.69,124.45,121.44,0.82,45.83,-0.001,48217500,123.63,124.8171314
10/6/2022,120.3,129.68,124.29,121.51,0.81,42.85,-0.005,42253800,123.48,124.5497051
10/7/2022,114.56,129.53,123.9,121.55,0.81,38.7,-0.048,54678000,123.09,124.2577641
10/10/2022,113.67,129.1,123.5,121.53,0.85,42.14,-0.008,42339700,122.65,123.9362113
10/11/2022,112.21,128.64,123.06,121.58,0.83,41.83,-0.013,56432200,122.23,123.594969
10/12/2022,112.9,128.21,122.66,121.63,0.85,48.45,0.006,45728700,121.81,123.2379752
10/13/2022,112.53,127.67,122.26,121.68,0.84,45.22,-0.003,86868100,121.42,122.8743802
10/14/2022,106.9,126.96,121.66,121.68,0.84,38.36,-0.05,67737300,120.82,122.4635041
10/17/2022,113.79,126.42,121.35,121.77,0.85,44.07,0.064,62782000,120.5,122.0708033
10/18/2022,116.36,125.96,121.16,121.87,0.85,52.23,0.023,65607400,120.31,121.7186426
10/19/2022,115.07,125.5,120.92,121.91,0.84,53.01,-0.011,47198100,120.08,121.3909141
10/20/2022,115.25,124.95,120.7,121.91,0.85,49.01,0.002,48795100,119.85,121.0827313
10/21/2022,119.32,124.53,120.64,121.9,0.85,47.11,0.035,55660500,119.79,120.824185
10/24/2022,119.82,124.05,120.61,121.88,0.85,48.17,0.004,49531500,119.76,120.611348
10/25/2022,120.6,123.6,120.61,121.83,0.85,50.48,0.007,50934600,119.76,120.4410784
10/26/2022,115.66,123.02,120.42,121.77,0.85,51.82,-0.041,68802300,119.57,120.2668627
10/27/2022,110.96,122.4,120.04,121.63,0.86,46.02,-0.041,129605400,119.18,120.0494902
10/28/2022,103.41,121.62,119.39,121.43,0.85,39.04,-0.068,223133400,118.54,119.7475922
10/31/2022,102.44,120.9,118.73,121.25,0.87,37.07,-0.009,99251400,117.86,119.3700737
11/1/2022,96.79,120.17,117.87,121.05,0.87,32.79,-0.055,153370000,117,118.896059
11/2/2022,92.12,119.34,116.86,120.88,0.87,33.49,-0.048,135761800,115.99,118.3148472
11/3/2022,89.3,118.45,115.78,120.73,0.86,19.91,-0.031,136683300,114.92,117.6358777
11/4/2022,90.98,117.53,114.8,120.62,0.87,18.12,0.019,129101300,113.93,116.8947022
11/7/2022,90.53,116.72,113.85,120.45,0.88,18.51,-0.005,77495700,112.97,116.1097618
11/8/2022,89.98,115.93,112.92,120.31,0.89,17.87,-0.006,88703400,112.03,115.2938094
11/9/2022,86.14,115.08,111.87,120.11,0.89,7.57,-0.043,90796200,110.98,114.4310475
11/10/2022,96.63,114.47,111.27,119.99,0.89,26.38,0.122,173414900,110.38,113.620838
11/11/2022,100.79,113.93,110.86,119.91,0.9,31.12,0.043,111590500,109.96,112.8886704
11/14/2022,98.49,113.35,110.37,119.77,0.91,32.77,-0.023,99533100,109.46,112.2029363
11/15/2022,98.94,112.81,109.92,119.59,0.9,36.81,0.005,111336300,109.02,111.5663491
11/16/2022,97.12,112.16,109.42,119.43,0.9,42.11,-0.018,87958800,108.52,110.9570793
11/17/2022,94.85,111.46,108.85,119.31,0.9,40.78,-0.023,82617900,107.95,110.3556634
11/18/2022,94.14,110.68,108.27,119.16,0.9,46.34,-0.007,72428200,107.37,109.7585307
