date,close,Simple Moving Average_50,Exponential Moving Average_50,Simple Moving Average_100,Exponential Moving Average_100,Relative Strength Index 14,Daily_Return,volume
2/11/2022,166.51,169.83,166.6,158.36,160.66,63.44,-0.02,98670700
2/14/2022,166.75,169.94,166.6,158.61,160.78,63.87,0.001,86185500
2/15/2022,170.61,170.16,166.76,158.88,160.97,68.46,0.023,62527400
2/16/2022,170.37,170.3,166.9,159.14,161.16,54.61,-0.001,61177400
2/17/2022,166.75,170.26,166.9,159.35,161.27,38.94,-0.021,69589300
2/18/2022,165.19,170.11,166.83,159.57,161.35,36.92,-0.009,82772700
2/22/2022,162.24,169.92,166.65,159.8,161.36,30.41,-0.018,91162800
2/23/2022,158.05,169.54,166.31,159.97,161.3,29.09,-0.026,90009200
2/24/2022,160.68,169.29,166.09,160.18,161.29,35.17,0.017,141147500
2/25/2022,162.77,169.1,165.96,160.4,161.31,39.96,0.013,91974200
2/28/2022,163.03,168.83,165.85,160.66,161.35,34.34,0.002,95056600
3/1/2022,161.14,168.65,165.66,160.88,161.34,29.22,-0.012,83474400
3/2/2022,164.46,168.57,165.61,161.12,161.41,40.94,0.021,79724800
3/3/2022,164.13,168.5,165.56,161.35,161.46,45.62,-0.002,76678400
