Date,Adj Close,Simple Moving Average_50,Exponential Moving Average_50,Simple Moving Average_100,Exponential Moving Average_100,Relative Strength Index 14,Daily_Return,Volume,MACD,Signal_Line
8/4/2016,51.54,47.4,48.14,47.32,47.36,75.48,0.007,26587700,0.78,0.572903597
8/5/2016,52.05,47.5,48.29,47.37,47.45,87.87,0.01,29335200,0.84,0.626322877
8/8/2016,52.14,47.62,48.45,47.4,47.54,78.98,0.002,19473500,0.91,0.683058302
8/9/2016,52.26,47.72,48.6,47.44,47.64,82.09,0.002,16920700,0.96,0.738446642
8/10/2016,52.1,47.81,48.73,47.48,47.72,73.02,-0.003,15756900,1.01,0.792757313
8/11/2016,52.35,47.91,48.87,47.53,47.82,74.01,0.005,18162300,1.05,0.844205851
8/12/2016,52.03,48.01,49,47.56,47.9,66.39,-0.006,21655200,1.1,0.89536468
8/15/2016,52.19,48.12,49.12,47.6,47.98,80.06,0.003,19283900,1.14,0.944291744
8/16/2016,51.9,48.22,49.23,47.64,48.06,72.61,-0.012,20523500,1.17,0.989433396
8/17/2016,52.01,48.33,49.34,47.68,48.14,69.58,0.002,18856400,1.2,1.031546716
8/18/2016,52.05,48.43,49.45,47.71,48.22,72.22,0.001,14214300,1.23,1.071237373
8/19/2016,52.07,48.55,49.55,47.74,48.29,72.4,0,17271000,1.26,1.108989899
8/22/2016,52.11,48.67,49.65,47.77,48.37,69.03,0.001,15221900,1.28,1.143191919
8/23/2016,52.31,48.81,49.76,47.8,48.45,66.65,0.004,18732400,1.31,1.176553535
8/24/2016,52.36,48.96,49.86,47.83,48.53,58.46,0.001,18151500,1.33,1.207242828
8/25/2016,52.56,49.12,49.96,47.87,48.61,60.76,0.004,18552600,1.35,1.235794262
8/26/2016,52.44,49.27,50.06,47.9,48.68,54.36,-0.002,20971200,1.38,1.26463541
8/29/2016,52.5,49.42,50.16,47.94,48.76,60.59,0.001,16417200,1.4,1.291708328
8/30/2016,52.31,49.56,50.24,47.98,48.83,48.78,-0.004,16930200,1.41,1.315366662
8/31/2016,51.92,49.68,50.31,48.01,48.89,47.09,-0.007,20860300,1.42,1.33629333
9/1/2016,52.04,49.81,50.37,48.05,48.95,45.81,0.002,26075400,1.42,1.353034664
9/2/2016,52.11,49.92,50.44,48.07,49.01,56.42,0.001,18900500,1.43,1.368427731
9/6/2016,52.06,50.06,50.51,48.1,49.07,51.44,-0.001,16278400,1.44,1.382742185
9/7/2016,52.1,50.24,50.57,48.13,49.13,51.72,0.001,17493400,1.44,1.394193748
9/8/2016,51.89,50.38,50.62,48.14,49.19,45.13,-0.004,20146100,1.43,1.401354998
9/9/2016,50.79,50.49,50.63,48.15,49.22,26.6,-0.021,35113900,1.41,1.403083999
9/12/2016,51.55,50.61,50.66,48.17,49.27,38.77,0.015,29303000,1.39,1.400467199
9/13/2016,51.08,50.71,50.68,48.18,49.3,33.1,-0.009,30130200,1.38,1.396373759
9/14/2016,50.84,50.81,50.69,48.23,49.33,27.53,-0.005,24062500,1.36,1.389099007
9/15/2016,51.68,50.92,50.73,48.28,49.38,41.67,0.017,26847000,1.35,1.381279206
9/16/2016,51.73,51.03,50.76,48.34,49.43,41.55,0.001,44607000,1.33,1.371023365
9/19/2016,51.44,51.12,50.79,48.4,49.47,40.66,-0.006,20937100,1.32,1.360818692
9/20/2016,51.33,51.2,50.81,48.47,49.5,43.27,-0.002,17384000,1.31,1.350654953
9/21/2016,52.19,51.29,50.87,48.54,49.56,51.5,0.017,33707300,1.31,1.342523963
9/22/2016,52.25,51.37,50.92,48.61,49.61,51.33,0.001,19822200,1.31,1.33601917
9/23/2016,51.89,51.44,50.96,48.69,49.65,48.49,-0.007,19955300,1.31,1.330815336
9/26/2016,51.42,51.51,50.98,48.76,49.69,44.1,-0.009,21688700,1.29,1.322652269
9/27/2016,52.36,51.59,51.03,48.84,49.74,53.58,0.018,28065100,1.29,1.316121815
9/28/2016,52.44,51.68,51.09,48.91,49.8,64.87,0.001,20536400,1.29,1.310897452
9/29/2016,51.87,51.72,51.12,48.98,49.84,52.96,-0.011,25463500,1.28,1.304717962
9/30/2016,52.05,51.75,51.15,49.05,49.88,59.57,0.003,29910800,1.27,1.297774369
10/3/2016,51.89,51.78,51.18,49.11,49.92,60.55,-0.003,19189500,1.26,1.290219495
10/4/2016,51.72,51.79,51.2,49.17,49.96,50.53,-0.003,20085900,1.24,1.280175596
10/5/2016,52.08,51.81,51.24,49.24,50,53.83,0.007,16726400,1.24,1.272140477
10/6/2016,52.18,51.85,51.28,49.3,50.04,58.32,0.002,16212600,1.24,1.265712382
10/7/2016,52.23,51.88,51.31,49.36,50.08,60.29,0.001,20089000,1.23,1.258569905
10/10/2016,52.45,51.91,51.36,49.43,50.13,53.41,0.004,18196500,1.23,1.252855924
10/11/2016,51.68,51.93,51.37,49.5,50.16,43.56,-0.015,26497400,1.21,1.244284739
10/12/2016,51.61,51.95,51.38,49.56,50.19,46.51,-0.001,22177500,1.19,1.233427792
10/13/2016,51.43,51.95,51.38,49.62,50.22,50.24,-0.003,25313700,1.16,1.218742233
10/14/2016,51.89,51.96,51.4,49.68,50.25,42.82,0.009,27402500,1.15,1.204993787
