Date,Close,Simple Moving Average_50,Exponential Moving Average_50,Simple Moving Average_100,Exponential Moving Average_100,Relative Strength Index 14,Daily_Return,Volume
7/15/2022,240.07,240.81,248.24,276.59,266.97,46.72,0.007,69683100
7/18/2022,240.55,239.27,247.94,276.26,266.45,56.33,0.002,82537500
7/19/2022,245.53,238.36,247.84,276.17,266.03,63.5,0.021,80890200
7/20/2022,247.5,237.54,247.83,275.98,265.67,68.85,0.008,88864200
7/21/2022,271.71,237.72,248.76,275.99,265.79,76.94,0.098,142032300
7/22/2022,272.24,237.83,249.69,275.81,265.92,75.36,0.002,103472700
7/25/2022,268.43,238.31,250.42,275.62,265.97,73.02,-0.014,64073400
7/26/2022,258.86,238.63,250.75,275.27,265.82,59.36,-0.036,66820800
7/27/2022,274.82,239,251.7,275.22,266,63.95,0.062,88110000
7/28/2022,280.9,239.79,252.84,275.24,266.3,80.68,0.022,84723000
7/29/2022,297.15,240.65,254.58,275.53,266.91,85.27,0.058,95313000
8/1/2022,297.28,241.87,256.25,275.75,267.51,84.62,0,117042900
8/2/2022,300.59,243.15,257.99,275.9,268.16,84.97,0.011,95577600
8/3/2022,307.4,244.87,259.93,276.18,268.94,85.78,0.023,80091000
8/4/2022,308.63,246.54,261.84,276.61,269.73,85.89,0.004,72256200
8/5/2022,288.17,248.12,262.87,276.94,270.09,69.32,-0.066,113172900
8/8/2022,290.42,249.54,263.95,277.17,270.5,69.4,0.008,98994000
