Date,Adj Close,Simple Moving Average_50,Exponential Moving Average_50,Simple Moving Average_100,Exponential Moving Average_100,Relative Strength Index 14,Daily_Return,Volume,MACD,Signal_Line
2/18/2016,80.53,88.14,85.77,88.1,86.33,33.97,-0.016,3560300,-0.56,0.048472893
2/19/2016,80.87,87.96,85.58,88.07,86.22,33.62,0.004,3928900,-0.64,-0.089221686
2/22/2016,83.8,87.8,85.51,88.11,86.17,42.58,0.036,3615500,-0.66,-0.203377348
2/23/2016,83.07,87.67,85.42,88.14,86.11,41.41,-0.009,2958400,-0.69,-0.300701879
2/24/2016,83.42,87.56,85.34,88.15,86.06,44.63,0.004,2667300,-0.72,-0.384561503
2/25/2016,86.68,87.47,85.39,88.18,86.07,65.94,0.039,3284000,-0.68,-0.443649202
2/26/2016,86.6,87.33,85.44,88.21,86.08,80.24,-0.001,3723200,-0.64,-0.482919362
2/29/2016,85.15,87.16,85.43,88.2,86.06,78.77,-0.017,3156400,-0.63,-0.51233549
3/1/2016,88.37,87.01,85.54,88.23,86.11,80.31,0.038,3603900,-0.57,-0.523868392
3/2/2016,88.39,86.9,85.65,88.31,86.15,82.63,0,2863500,-0.5,-0.519094713
3/3/2016,87.21,86.81,85.71,88.36,86.17,76.27,-0.013,3082100,-0.46,-0.507275771
3/4/2016,86.18,86.71,85.73,88.38,86.17,69.33,-0.012,3002500,-0.44,-0.493820617
3/7/2016,85.11,86.53,85.71,88.39,86.15,59.6,-0.012,3121300,-0.44,-0.483056493
3/8/2016,84.35,86.32,85.65,88.4,86.12,61.63,-0.009,3245700,-0.47,-0.480445195
3/9/2016,85.27,86.14,85.64,88.42,86.1,62.94,0.011,2491500,-0.46,-0.476356156
3/10/2016,84.85,85.96,85.61,88.4,86.08,53.62,-0.005,2969700,-0.47,-0.475084925
3/11/2016,86,85.77,85.62,88.37,86.07,59.83,0.014,3330400,-0.45,-0.47006794
3/14/2016,87.01,85.6,85.68,88.36,86.09,61.53,0.012,3754500,-0.41,-0.458054352
3/15/2016,86.83,85.46,85.72,88.36,86.11,50.6,-0.002,2909600,-0.39,-0.444443481
3/16/2016,88.17,85.39,85.82,88.38,86.15,55.71,0.015,3383000,-0.33,-0.421554785
3/17/2016,89.96,85.34,85.98,88.39,86.22,67.07,0.02,6914600,-0.24,-0.385243828
3/18/2016,93.42,85.39,86.27,88.45,86.37,67.62,0.038,12530100,-0.1,-0.328195062
3/21/2016,92.5,85.45,86.52,88.48,86.49,63.49,-0.01,4657300,0.03,-0.25655605
3/22/2016,92.56,85.55,86.75,88.53,86.61,68.96,0.001,4475800,0.14,-0.17724484
3/23/2016,92.16,85.6,86.97,88.56,86.72,72.18,-0.004,2767600,0.25,-0.091795872
3/24/2016,92.52,85.66,87.18,88.61,86.83,79.01,0.004,3266800,0.35,-0.003436698
3/28/2016,92.4,85.74,87.39,88.65,86.94,83.18,-0.001,2283000,0.45,0.087250642
3/29/2016,93.22,85.81,87.62,88.68,87.07,83.04,0.009,4248600,0.55,0.179800514
3/30/2016,93.78,85.9,87.86,88.71,87.2,86.69,0.006,6797200,0.66,0.275840411
3/31/2016,93.8,85.99,88.09,88.74,87.33,85.33,0,6561400,0.76,0.372672329
4/1/2016,95.16,86.14,88.37,88.79,87.49,85.78,0.014,3981300,0.88,0.474137863
4/4/2016,94.5,86.27,88.61,88.83,87.63,82.31,-0.007,2398300,0.98,0.57531029
4/5/2016,94.17,86.36,88.83,88.87,87.75,77.62,-0.003,2472600,1.08,0.676248232
4/6/2016,95.4,86.53,89.09,88.92,87.91,76.41,0.013,2705700,1.18,0.776998586
4/7/2016,93.78,86.67,89.27,88.95,88.02,52.13,-0.017,2370500,1.25,0.871598869
4/8/2016,94.07,86.85,89.46,88.98,88.14,60.03,0.003,2063100,1.32,0.961279095
4/11/2016,92.95,87.02,89.59,89.02,88.24,52.19,-0.012,2165100,1.35,1.039023276
4/12/2016,93.42,87.11,89.74,89.05,88.34,57.03,0.005,2079000,1.4,1.111218621
4/13/2016,94.53,87.21,89.93,89.1,88.46,60.35,0.012,2055000,1.47,1.182974897
4/14/2016,94.44,87.34,90.11,89.13,88.58,60.54,-0.001,1764000,1.53,1.252379917
4/15/2016,95.16,87.48,90.31,89.16,88.71,60.13,0.008,2187400,1.6,1.321903934
4/18/2016,96.55,87.68,90.55,89.21,88.87,63.3,0.015,2174900,1.68,1.393523147
4/19/2016,96.52,88.03,90.79,89.26,89.02,63.05,0,2507100,1.77,1.468818518
4/20/2016,96.33,88.46,91,89.3,89.16,56.32,-0.002,2712100,1.84,1.543054814
4/21/2016,96.37,88.91,91.21,89.34,89.31,60.83,0,2066900,1.9,1.614443851
4/22/2016,94.79,89.29,91.35,89.37,89.41,53.14,-0.016,3797900,1.94,1.679555081
4/25/2016,95.8,89.71,91.53,89.41,89.54,52.07,0.011,2047000,1.99,1.741644065
4/26/2016,96.15,90.1,91.71,89.45,89.67,64.12,0.004,1419300,2.04,1.801315252
4/27/2016,95.64,90.44,91.86,89.49,89.79,59.12,-0.005,2082800,2.07,1.855052201
4/28/2016,93.64,90.67,91.93,89.52,89.87,53.64,-0.021,3497700,2.06,1.896041761
4/29/2016,94.22,90.94,92.02,89.54,89.95,54.17,0.006,3163800,2.07,1.930833409
5/2/2016,94.9,91.23,92.14,89.59,90.05,52.02,0.007,2330600,2.09,1.962666727
5/3/2016,93.66,91.42,92.2,89.61,90.12,46.22,-0.013,1811400,2.08,1.986133382
5/4/2016,92.94,91.62,92.23,89.65,90.18,39.24,-0.008,1710700,2.05,1.998906705
5/5/2016,93.5,91.82,92.28,89.69,90.24,33.93,0.006,1894800,2.04,2.007125364
5/6/2016,94.3,91.97,92.35,89.72,90.32,39.18,0.009,1465000,2.03,2.011700291
5/9/2016,94.61,92.13,92.44,89.73,90.41,41.71,0.003,1406900,2.03,2.015360233
5/10/2016,96.52,92.36,92.6,89.76,90.53,50.61,0.02,1808400,2.07,2.026288187
5/11/2016,96.1,92.52,92.74,89.76,90.64,55.91,-0.004,1569100,2.1,2.041030549
5/12/2016,95.96,92.67,92.87,89.78,90.75,50.78,-0.001,1198100,2.12,2.056824439
5/13/2016,95.97,92.84,92.99,89.83,90.85,49.09,0,2221100,2.14,2.073459552
5/16/2016,97.23,93.06,93.15,89.88,90.97,57.48,0.013,1918500,2.18,2.094767641
5/17/2016,95.93,93.28,93.26,89.91,91.07,61.53,-0.013,3279600,2.19,2.113814113
5/18/2016,96.7,93.53,93.4,89.93,91.18,62.25,0.008,2010400,2.22,2.13505129
5/19/2016,95.88,93.74,93.5,89.94,91.28,54.78,-0.008,1988400,2.22,2.152041032
5/20/2016,96.88,93.98,93.63,89.97,91.39,66.07,0.01,2217900,2.24,2.169632826
5/23/2016,96.62,94.19,93.75,89.98,91.49,69.25,-0.003,1095900,2.26,2.187706261
5/24/2016,99.63,94.44,93.98,90.02,91.65,75.52,0.031,3014800,2.33,2.216165009
5/25/2016,99.61,94.7,94.2,90.08,91.81,73.64,0,1954500,2.39,2.250932007
5/26/2016,99.37,94.92,94.4,90.16,91.96,71.33,-0.002,1970900,2.44,2.288745605
5/27/2016,100.14,95.13,94.63,90.23,92.12,68.06,0.008,1603600,2.51,2.332996484
5/31/2016,99.47,95.25,94.82,90.32,92.27,66.41,-0.007,3480500,2.55,2.376397187
6/1/2016,100.04,95.4,95.02,90.43,92.42,69.07,0.006,1662600,2.6,2.42111775
6/2/2016,100.17,95.55,95.22,90.55,92.58,69.41,0.001,1761700,2.64,2.4648942
6/3/2016,98.7,95.68,95.36,90.64,92.7,56.66,-0.015,2417000,2.66,2.50391536
6/6/2016,99.12,95.81,95.51,90.74,92.82,65.71,0.004,1395800,2.69,2.541132288
6/7/2016,98.52,95.94,95.62,90.84,92.94,59.12,-0.006,2143900,2.68,2.56890583
6/8/2016,98.68,96.05,95.74,90.93,93.05,65.02,0.002,2078700,2.69,2.593124664
6/9/2016,98.07,96.13,95.84,91.02,93.15,56.66,-0.006,1609400,2.69,2.612499731
6/10/2016,97.09,96.2,95.88,91.1,93.23,52.44,-0.01,1863800,2.65,2.619999785
6/13/2016,96.96,96.23,95.93,91.19,93.3,30.28,-0.001,2291500,2.63,2.621999828
6/14/2016,96.98,96.28,95.97,91.28,93.37,30.58,0,1889800,2.6,2.617599863
6/15/2016,97.02,96.34,96.01,91.35,93.45,32.12,0,2270400,2.56,2.60607989
6/16/2016,97.19,96.38,96.06,91.45,93.52,25.29,0.002,1952000,2.54,2.592863912
6/17/2016,95.58,96.41,96.04,91.54,93.56,21.85,-0.017,4541500,2.48,2.57029113
6/20/2016,97.99,96.49,96.11,91.67,93.65,38.29,0.025,4310600,2.46,2.548232904
6/21/2016,99.72,96.63,96.25,91.82,93.77,47.83,0.018,6505100,2.48,2.534586323
6/22/2016,94.01,96.64,96.17,91.87,93.77,33.93,-0.057,10280500,2.4,2.507669058
6/23/2016,96.21,96.67,96.17,91.94,93.82,41.11,0.023,3803200,2.35,2.476135247
6/24/2016,92.2,96.63,96.01,91.98,93.79,34.02,-0.042,4329100,2.22,2.424908197
6/27/2016,90.85,96.54,95.81,92.01,93.73,31.33,-0.015,3925700,2.08,2.355926558
6/28/2016,92.46,96.46,95.68,92.07,93.71,37.23,0.018,3319200,1.97,2.278741246
6/29/2016,94.39,96.42,95.63,92.22,93.72,44.11,0.021,2965500,1.91,2.204992997
6/30/2016,95.79,96.41,95.63,92.43,93.76,47.58,0.015,3544700,1.87,2.137994398
7/1/2016,95.32,96.38,95.62,92.65,93.79,46.63,-0.005,3001900,1.83,2.076395518
7/5/2016,94.73,96.38,95.59,92.84,93.81,45.45,-0.006,2314600,1.78,2.017116414
7/6/2016,95.18,96.37,95.57,93.04,93.84,46.05,0.005,1490300,1.73,1.959693132
7/7/2016,95.14,96.35,95.55,93.23,93.86,49.08,0,1576200,1.69,1.905754505
7/8/2016,96.79,96.37,95.6,93.4,93.92,47.41,0.017,2023900,1.68,1.860603604
7/11/2016,97.14,96.44,95.66,93.56,93.99,44.07,0.004,1732000,1.67,1.822482883
7/12/2016,97.54,96.51,95.74,93.73,94.06,60.73,0.004,2051400,1.68,1.793986307
7/13/2016,97.34,96.56,95.8,93.89,94.12,53.91,-0.002,2125700,1.68,1.771189045
7/14/2016,97.7,96.64,95.87,94.03,94.19,75.46,0.004,1402200,1.68,1.752951236
7/15/2016,97.83,96.74,95.95,94.18,94.26,86.43,0.001,1530100,1.69,1.740360989
7/18/2016,97.79,96.82,96.02,94.32,94.33,83.27,0,1544200,1.69,1.730288791
7/19/2016,97.79,96.89,96.09,94.43,94.4,77.96,0,1797000,1.69,1.722231033
7/20/2016,98.4,96.97,96.18,94.55,94.48,74.67,0.006,1553800,1.7,1.717784826
7/21/2016,96.34,96.97,96.19,94.66,94.52,57.41,-0.021,2579500,1.67,1.708227861
7/22/2016,98.06,97,96.26,94.76,94.59,70.79,0.018,2101500,1.67,1.700582289
7/25/2016,97.32,97.03,96.3,94.85,94.64,62.89,-0.008,1815100,1.66,1.692465831
7/26/2016,97.91,97.07,96.37,94.96,94.71,65.65,0.006,2196500,1.66,1.685972665
7/27/2016,97.93,97.08,96.43,95.07,94.77,57.89,0,2312900,1.66,1.680778132
7/28/2016,98.44,97.13,96.51,95.21,94.84,58.81,0.005,1666000,1.67,1.678622506
7/29/2016,97.86,97.16,96.56,95.34,94.9,52.12,-0.006,1786600,1.66,1.674898004
8/1/2016,97.72,97.19,96.61,95.47,94.96,52.53,-0.001,1474600,1.65,1.669918404
8/2/2016,96.05,97.18,96.58,95.58,94.98,40.64,-0.017,2352700,1.6,1.655934723
8/3/2016,96.67,97.18,96.59,95.69,95.01,43.76,0.006,2070700,1.58,1.640747778
8/4/2016,97.09,97.13,96.61,95.79,95.06,46.38,0.004,1282600,1.55,1.622598223
8/5/2016,99.04,97.12,96.7,95.91,95.13,55.37,0.02,1932100,1.57,1.612078578
8/8/2016,98.49,97.1,96.77,96.01,95.2,50.39,-0.006,1107200,1.57,1.603662862
8/9/2016,98.87,97.07,96.85,96.1,95.27,62.79,0.004,1001700,1.58,1.59893029
8/10/2016,100.62,97.1,97,96.17,95.38,62.9,0.018,2670200,1.62,1.603144232
8/11/2016,101.67,97.13,97.19,96.26,95.5,71.26,0.01,2259000,1.69,1.620515386
8/12/2016,101.04,97.15,97.34,96.35,95.61,65.24,-0.006,1713300,1.73,1.642412308
8/15/2016,100.93,97.19,97.48,96.44,95.72,64.48,-0.001,1697600,1.76,1.665929847
8/16/2016,100.6,97.22,97.6,96.52,95.82,60.61,-0.003,1649300,1.78,1.688743877
8/17/2016,99.7,97.24,97.68,96.59,95.89,58.76,-0.009,2123900,1.79,1.708995102
8/18/2016,100.67,97.28,97.8,96.67,95.99,63.02,0.01,2027000,1.81,1.729196082
8/19/2016,100.32,97.33,97.9,96.73,96.07,71.33,-0.003,1587900,1.83,1.749356865
8/22/2016,100.24,97.39,97.99,96.8,96.16,68.85,-0.001,1000800,1.83,1.765485492
8/23/2016,101.14,97.48,98.11,96.86,96.25,70.35,0.009,1008500,1.86,1.784388394
8/24/2016,101.14,97.56,98.23,96.92,96.35,63.12,0,1425200,1.88,1.803510715
8/25/2016,101.69,97.65,98.37,97,96.46,70,0.005,1174100,1.91,1.824808572
8/26/2016,102.06,97.75,98.51,97.06,96.57,69.96,0.004,1834600,1.94,1.847846858
8/29/2016,102.3,97.88,98.66,97.15,96.68,62.96,0.002,1161600,1.98,1.874277486
8/30/2016,102,97.96,98.79,97.23,96.79,52.88,-0.003,1325100,2,1.899421989
8/31/2016,102.31,98.02,98.93,97.32,96.9,61.74,0.003,1773000,2.03,1.925537591
9/1/2016,102.9,98.19,99.09,97.42,97.01,66.72,0.006,2006600,2.08,1.956430073
9/2/2016,103.57,98.34,99.26,97.51,97.14,73.84,0.007,1719300,2.12,1.989144058
9/6/2016,103.5,98.57,99.43,97.6,97.27,85.19,-0.001,1585100,2.16,2.023315247
9/7/2016,103,98.81,99.57,97.68,97.38,73.63,-0.005,1386500,2.19,2.056652197
9/8/2016,101.88,99,99.66,97.73,97.47,63.68,-0.011,2110600,2.19,2.083321758
9/9/2016,99.38,99.1,99.65,97.76,97.51,44.7,-0.025,3379300,2.14,2.094657406
9/12/2016,100.32,99.19,99.67,97.8,97.57,44.98,0.009,2882600,2.1,2.095725925
9/13/2016,98.77,99.26,99.64,97.82,97.59,37.8,-0.015,3797600,2.05,2.08658074
9/14/2016,98.79,99.34,99.61,97.86,97.61,34.2,0,2025300,2,2.069264592
9/15/2016,99.62,99.43,99.61,97.9,97.65,37.34,0.008,3095000,1.96,2.047411674
9/16/2016,98.93,99.5,99.58,97.93,97.68,33.3,-0.007,3700600,1.9,2.017929339
9/19/2016,99.68,99.56,99.58,97.97,97.72,38.99,0.008,3307500,1.86,1.986343471
9/20/2016,100.62,99.63,99.62,98.04,97.78,42.44,0.009,4104900,1.84,1.957074777
9/21/2016,107.78,99.84,99.94,98.17,97.97,63.75,0.071,8764500,1.97,1.959659822
9/22/2016,107.92,100.05,100.26,98.3,98.17,62.64,0.001,3960300,2.09,1.985727857
9/23/2016,107.47,100.24,100.54,98.44,98.35,61.28,-0.004,3087200,2.19,2.026582286
9/26/2016,107.26,100.43,100.8,98.58,98.53,62.31,-0.002,2342700,2.27,2.075265829
9/27/2016,109.7,100.67,101.15,98.75,98.75,71,0.023,3531400,2.4,2.140212663
9/28/2016,109.49,100.9,101.48,98.9,98.96,80.96,-0.002,2739800,2.52,2.21617013
9/29/2016,107.8,101.09,101.73,99.03,99.14,71.9,-0.015,2436900,2.59,2.290936104
9/30/2016,108.54,101.34,101.99,99.15,99.33,80.02,0.007,3717600,2.66,2.364748883
10/3/2016,108.45,101.54,102.25,99.27,99.51,79.56,-0.001,1553800,2.74,2.439799107
10/4/2016,108.39,101.77,102.49,99.4,99.68,78.16,-0.001,1394000,2.81,2.513839285
10/5/2016,108.8,101.98,102.74,99.53,99.86,82.28,0.004,1855000,2.88,2.587071428
10/6/2016,108.56,102.2,102.96,99.64,100.04,80.04,-0.002,1590800,2.92,2.653657143
10/7/2016,108.64,102.4,103.19,99.77,100.21,78.81,0.001,1412700,2.98,2.718925714
10/10/2016,109.24,102.63,103.42,99.89,100.38,59.92,0.006,1581600,3.04,2.783140571
10/11/2016,107.37,102.82,103.58,100.01,100.52,46.97,-0.017,1970900,3.06,2.838512457
10/12/2016,108.05,103.06,103.75,100.12,100.67,53.11,0.006,1463800,3.08,2.886809966
10/13/2016,108.01,103.29,103.92,100.23,100.82,54.1,0,1588500,3.1,2.929447973
10/14/2016,107.84,103.5,104.07,100.32,100.96,36.48,-0.002,1968000,3.11,2.965558378
10/17/2016,107.49,103.67,104.21,100.39,101.09,35.75,-0.003,1136500,3.12,2.996446702
10/18/2016,108.42,103.87,104.37,100.48,101.23,54.95,0.009,1319000,3.14,3.025157362
10/19/2016,108.39,104.06,104.53,100.57,101.37,48.65,0,1281500,3.16,3.05212589
10/20/2016,109.03,104.23,104.71,100.66,101.52,54.75,0.006,1820800,3.19,3.079700712
10/21/2016,109.03,104.38,104.88,100.75,101.67,55.3,0,1838300,3.21,3.105760569
10/24/2016,110.81,104.57,105.11,100.86,101.85,63.56,0.016,2014900,3.26,3.136608455
10/25/2016,109.03,104.73,105.26,100.96,102,52.63,-0.016,1712900,3.26,3.161286764
10/26/2016,107.97,104.88,105.37,101.05,102.11,46.63,-0.01,1623700,3.26,3.181029411
10/27/2016,107.07,105.03,105.44,101.14,102.21,39.39,-0.008,2393900,3.23,3.190823529
10/28/2016,107.6,105.17,105.52,101.23,102.32,51.29,0.005,1931100,3.2,3.192658823
10/31/2016,107.51,105.31,105.6,101.32,102.42,46.75,-0.001,1678400,3.18,3.190127059
11/1/2016,106.87,105.44,105.65,101.42,102.51,43.6,-0.006,1951400,3.14,3.180101647
11/2/2016,105.89,105.54,105.66,101.51,102.58,39.96,-0.009,2140300,3.08,3.160081318
11/3/2016,107.17,105.66,105.72,101.61,102.67,48.5,0.012,3667000,3.05,3.138065054
11/4/2016,106.2,105.75,105.74,101.7,102.74,39.61,-0.009,2587500,3,3.110452043
11/7/2016,108.66,105.88,105.85,101.82,102.86,51.03,0.023,2729900,2.99,3.086361635
11/8/2016,108.39,106,105.95,101.94,102.96,47.49,-0.002,2453700,2.99,3.067089308
11/9/2016,107.86,106.12,106.03,102.04,103.06,45.59,-0.005,3650200,2.97,3.047671446
11/10/2016,104.08,106.15,105.95,102.09,103.08,27.96,-0.035,7301700,2.87,3.012137157
11/11/2016,103.68,106.17,105.86,102.18,103.09,30.74,-0.004,3833200,2.77,2.963709726
11/14/2016,102.42,106.15,105.73,102.24,103.08,30.31,-0.012,3040500,2.65,2.90096778
11/15/2016,103.66,106.15,105.64,102.36,103.09,38.18,0.012,2561000,2.55,2.830774224
11/16/2016,104.08,106.17,105.58,102.49,103.11,37.71,0.004,2459600,2.47,2.758619379
11/17/2016,105.81,106.25,105.59,102.62,103.16,44.67,0.017,2606600,2.43,2.692895504
11/18/2016,105.02,106.36,105.57,102.73,103.2,44.26,-0.007,2358200,2.37,2.628316403
11/21/2016,105.65,106.47,105.57,102.83,103.25,49.24,0.006,1806000,2.32,2.566653122
11/22/2016,105.21,106.6,105.56,102.93,103.29,43.43,-0.004,1703100,2.27,2.507322498
11/23/2016,104.21,106.71,105.51,103.02,103.31,43.34,-0.01,2144600,2.2,2.445857998
11/25/2016,105.02,106.82,105.49,103.12,103.34,36.32,0.008,937700,2.15,2.386686399
11/28/2016,104.5,106.93,105.45,103.22,103.36,35.65,-0.005,1552600,2.09,2.327349119
11/29/2016,104.95,107.03,105.43,103.3,103.4,39.2,0.004,2353100,2.03,2.267879295
11/30/2016,102.81,107.08,105.33,103.35,103.38,44.63,-0.02,3399900,1.95,2.204303436
12/1/2016,99.51,106.91,105.1,103.37,103.31,35.85,-0.032,5121200,1.79,2.121442749
12/2/2016,99.73,106.75,104.89,103.4,103.24,40.18,0.002,3514400,1.65,2.027154199
12/5/2016,101.95,106.64,104.77,103.44,103.21,44.17,0.022,2319400,1.56,1.933723359
12/6/2016,101.55,106.52,104.65,103.48,103.18,41.37,-0.004,2679900,1.47,1.840978687
12/7/2016,103.36,106.4,104.6,103.53,103.18,41.68,0.018,2728900,1.42,1.75678295
12/8/2016,103.5,106.28,104.55,103.59,103.19,44.6,0.001,1851900,1.36,1.67742636
12/9/2016,104.31,106.21,104.54,103.65,103.21,45.3,0.008,2620600,1.33,1.607941088
12/12/2016,105.16,106.14,104.57,103.74,103.25,49.83,0.008,2711400,1.32,1.55035287
12/13/2016,106.15,106.09,104.63,103.82,103.31,56.62,0.009,3396600,1.32,1.504282296
12/14/2016,105.81,106.04,104.68,103.9,103.36,52.78,-0.003,3213700,1.32,1.467425837
12/15/2016,105.1,105.97,104.69,103.97,103.39,52.09,-0.007,5678900,1.3,1.43394067
12/16/2016,103.55,105.87,104.65,104.03,103.39,45.48,-0.015,8949400,1.26,1.399152536
12/19/2016,105.29,105.8,104.67,104.1,103.43,58.22,0.017,3567100,1.24,1.367322029
12/20/2016,105.77,105.73,104.72,104.18,103.48,75.53,0.005,2194100,1.24,1.341857623
12/21/2016,105.51,105.69,104.75,104.26,103.52,73.5,-0.002,2524600,1.23,1.319486098
12/22/2016,104.72,105.63,104.75,104.34,103.54,62.74,-0.007,1717300,1.21,1.297588879
12/23/2016,105.02,105.57,104.76,104.43,103.57,66.11,0.003,1047500,1.19,1.276071103
12/27/2016,104.98,105.51,104.77,104.51,103.6,59,0,1047900,1.17,1.254856882
12/28/2016,103.77,105.43,104.73,104.55,103.6,51.34,-0.012,1742900,1.13,1.229885506
12/29/2016,103.68,105.34,104.69,104.6,103.6,46.63,-0.001,1095000,1.09,1.201908405
12/30/2016,102.95,105.23,104.62,104.65,103.59,38.03,-0.007,2095800,1.03,1.167526724
1/3/2017,103.48,105.12,104.57,104.67,103.59,34.78,0.005,2277400,0.98,1.130021379
1/4/2017,104.14,105.02,104.56,104.7,103.6,40.81,0.006,1712600,0.96,1.096017103
1/5/2017,105.91,104.92,104.61,104.75,103.65,53.99,0.017,2504000,0.96,1.068813683
1/6/2017,108.3,104.91,104.75,104.82,103.74,71.61,0.023,2625600,1.01,1.057050946
1/9/2017,108.57,104.92,104.9,104.9,103.83,67.23,0.002,2925000,1.07,1.059640757
1/10/2017,108.26,104.95,105.03,104.99,103.92,63.32,-0.003,3081000,1.11,1.069712605
1/11/2017,108.99,104.97,105.19,105.07,104.02,67.72,0.007,1784000,1.17,1.089770084
1/12/2017,108.59,105,105.32,105.15,104.11,70.52,-0.004,1617900,1.21,1.113816068
1/13/2017,108.53,105.03,105.45,105.24,104.2,69.1,-0.001,1593500,1.25,1.141052854
1/17/2017,108,105.07,105.55,105.3,104.27,65.6,-0.005,1697800,1.28,1.168842283
1/18/2017,108.79,105.1,105.68,105.38,104.36,77.11,0.007,2536900,1.32,1.199073827
1/19/2017,109.79,105.17,105.84,105.46,104.47,80.04,0.009,3090500,1.37,1.233259061
1/20/2017,110.71,105.22,106.03,105.55,104.59,87.45,0.008,3179200,1.44,1.274607249
1/23/2017,110.97,105.27,106.22,105.63,104.72,87.12,0.002,2574200,1.5,1.319685799
1/24/2017,113.72,105.38,106.52,105.75,104.9,89.33,0.025,3654400,1.62,1.379748639
1/25/2017,114.25,105.59,106.82,105.87,105.08,88.12,0.005,3919300,1.74,1.451798911
1/26/2017,112.88,105.77,107.06,105.97,105.24,73.08,-0.012,2745200,1.82,1.525439129
1/27/2017,113.99,106,107.33,106.08,105.41,75.19,0.01,1696800,1.92,1.604351303
1/30/2017,113.82,106.21,107.58,106.18,105.58,76.18,-0.001,2176500,2,1.683481043
1/31/2017,113.38,106.39,107.81,106.28,105.73,71.25,-0.004,1716600,2.08,1.762784834
2/1/2017,113.36,106.54,108.03,106.4,105.88,73.97,0,1859100,2.15,1.840227867
2/2/2017,113.16,106.71,108.23,106.53,106.03,72.94,-0.002,1695400,2.2,1.912182294
2/3/2017,115.17,106.9,108.5,106.68,106.21,80.99,0.018,2507500,2.29,1.987745835
2/6/2017,114.46,107.08,108.74,106.84,106.37,74.67,-0.006,3067500,2.37,2.064196668
2/7/2017,114.96,107.3,108.98,107,106.54,73.52,0.004,1643500,2.44,2.139357334
2/8/2017,116.13,107.52,109.26,107.17,106.73,74.11,0.01,2591700,2.53,2.217485868
2/9/2017,116.44,107.76,109.54,107.34,106.92,74.22,0.003,1688900,2.62,2.297988694
2/10/2017,116.85,108,109.83,107.51,107.12,67.49,0.004,2612900,2.71,2.380390955
2/13/2017,117.65,108.29,110.13,107.68,107.33,68.44,0.007,1910400,2.8,2.464312764
2/14/2017,117.58,108.65,110.43,107.78,107.53,79.67,-0.001,1556500,2.9,2.551450211
2/15/2017,118.73,109.03,110.75,107.89,107.75,79.77,0.01,1699600,3,2.641160169
2/16/2017,118.93,109.37,111.07,108,107.98,81.98,0.002,1649300,3.09,2.730928135
2/17/2017,119.67,109.74,111.41,108.13,108.21,87.94,0.006,2143300,3.2,2.824742508
2/21/2017,119.63,110.06,111.73,108.23,108.43,87.73,0,2032300,3.3,2.919794007
2/22/2017,119.47,110.38,112.04,108.33,108.65,88.15,-0.001,1981800,3.39,3.013835205
2/23/2017,118.83,110.67,112.3,108.44,108.85,76.52,-0.005,2381700,3.45,3.101068164
2/24/2017,119.31,110.95,112.58,108.55,109.06,86.36,0.004,1942500,3.52,3.184854531
2/27/2017,118.78,111.21,112.82,108.65,109.25,78.51,-0.004,1550400,3.57,3.261883625
2/28/2017,118.34,111.46,113.04,108.75,109.43,68.51,-0.004,2008000,3.61,3.3315069
3/1/2017,120.35,111.76,113.32,108.86,109.65,75.49,0.017,2356500,3.67,3.39920552
3/2/2017,119.9,112.09,113.58,108.98,109.85,69.78,-0.004,1819700,3.73,3.465364416
3/3/2017,120.04,112.38,113.83,109.09,110.05,66.95,0.001,1361100,3.78,3.528291533
3/6/2017,120.15,112.67,114.08,109.2,110.25,68.12,0.001,1979700,3.83,3.588633226
3/7/2017,119.98,112.96,114.31,109.33,110.45,60.23,-0.001,1872500,3.86,3.642906581
3/8/2017,119.6,113.26,114.52,109.44,110.63,55.33,-0.003,2962800,3.89,3.692325265
3/9/2017,119.91,113.56,114.73,109.56,110.81,52.05,0.003,1984200,3.92,3.737860212
3/10/2017,121.09,113.88,114.98,109.69,111.01,60.43,0.01,2211000,3.97,3.784288169
3/13/2017,121.8,114.24,115.25,109.84,111.23,65.43,0.006,1805200,4.02,3.831430536
3/14/2017,121.44,114.59,115.49,109.97,111.43,67.95,-0.003,1507500,4.06,3.877144428
3/15/2017,122.11,114.98,115.75,110.1,111.64,68.77,0.006,2396300,4.11,3.923715543
3/16/2017,122.35,115.36,116.01,110.24,111.85,74.9,0.002,4044600,4.16,3.970972434
3/17/2017,127.01,115.81,116.44,110.42,112.15,88.06,0.038,8749900,4.29,4.034777947
3/20/2017,126.31,116.22,116.83,110.57,112.43,79.56,-0.006,3320900,4.4,4.107822358
3/21/2017,125.07,116.56,117.15,110.73,112.68,73.78,-0.01,3105300,4.47,4.180257886
3/22/2017,126.21,116.91,117.51,110.92,112.95,75.99,0.009,3477300,4.56,4.256206309
3/23/2017,126.87,117.28,117.87,111.11,113.23,77.05,0.005,2197200,4.64,4.332965047
3/24/2017,127.7,117.66,118.26,111.31,113.51,79.51,0.007,3044000,4.75,4.416372038
3/27/2017,128.25,118.05,118.65,111.52,113.81,82.64,0.004,2424200,4.84,4.50109763
3/28/2017,128.69,118.45,119.05,111.74,114.1,82.81,0.003,2213000,4.95,4.590878104
3/29/2017,129.58,118.88,119.46,111.98,114.41,82.43,0.007,2272500,5.05,4.682702483
3/30/2017,129.61,119.3,119.86,112.2,114.71,81.47,0,2204800,5.15,4.776161987
